dataset_id,sample_id,site_id,year,intervention,control_flag,microbiome_available,soil_chemistry_available,outcome_available,soil_ph,total_carbon,total_nitrogen,organic_matter,cec,phosphorus,potassium,yield_value,outcome_type,notes
bernburg_three_years,FS.MP.Ext.C1.2020.trimmed,Bernburg,2020,Plough+extensive,False,True,True,False,7.525,1.7875,0.1475,2.975,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FS.MP.Ext.C2.2020.trimmed,Bernburg,2020,Plough+extensive,False,True,True,False,7.525,1.7875,0.1475,2.975,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FS.MP.Ext.C3.2020.trimmed,Bernburg,2020,Plough+extensive,False,True,True,False,7.525,1.7875,0.1475,2.975,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FS.MP.Ext.C4.2020.trimmed,Bernburg,2020,Plough+extensive,False,True,True,False,7.525,1.7875,0.1475,2.975,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FS.MP.Int.C1.2020.trimmed,Bernburg,2020,Plough+intensive,False,True,True,False,7.475,1.785,0.15,2.925,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FS.MP.Int.C2.2020.trimmed,Bernburg,2020,Plough+intensive,False,True,True,False,7.475,1.785,0.15,2.925,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FS.MP.Int.C3.2020.trimmed,Bernburg,2020,Plough+intensive,False,True,True,False,7.475,1.785,0.15,2.925,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FS.MP.Int.C4.2020.trimmed,Bernburg,2020,Plough+intensive,False,True,True,False,7.475,1.785,0.15,2.925,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.CT.Ext.C1.2020.trimmed,Bernburg,2020,Cultivator+extensive,False,True,True,False,7.5,2.04,0.1725,3.4,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.CT.Ext.C2.2020.trimmed,Bernburg,2020,Cultivator+extensive,False,True,True,False,7.5,2.04,0.1725,3.4,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.CT.Ext.C3.2020.trimmed,Bernburg,2020,Cultivator+extensive,False,True,True,False,7.5,2.04,0.1725,3.4,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.CT.Ext.C4.2020.trimmed,Bernburg,2020,Cultivator+extensive,False,True,True,False,7.5,2.04,0.1725,3.4,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.CT.Int.C1.2020.trimmed,Bernburg,2020,Cultivator+intensive,False,True,True,False,7.475,2.1125,0.1775,3.475,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.CT.Int.C2.2020.trimmed,Bernburg,2020,Cultivator+intensive,False,True,True,False,7.475,2.1125,0.1775,3.475,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.CT.Int.C3.2020.trimmed,Bernburg,2020,Cultivator+intensive,False,True,True,False,7.475,2.1125,0.1775,3.475,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.CT.Int.C4.2020.trimmed,Bernburg,2020,Cultivator+intensive,False,True,True,False,7.475,2.1125,0.1775,3.475,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.MP.Ext.C1.2020.trimmed,Bernburg,2020,Plough+extensive,False,True,True,False,7.525,1.7875,0.1475,2.975,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.MP.Ext.C2.2020.trimmed,Bernburg,2020,Plough+extensive,False,True,True,False,7.525,1.7875,0.1475,2.975,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.MP.Ext.C3.2020.trimmed,Bernburg,2020,Plough+extensive,False,True,True,False,7.525,1.7875,0.1475,2.975,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.MP.Ext.C4.2020.trimmed,Bernburg,2020,Plough+extensive,False,True,True,False,7.525,1.7875,0.1475,2.975,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.MP.Int.C1.2020.trimmed,Bernburg,2020,Plough+intensive,False,True,True,False,7.475,1.785,0.15,2.925,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.MP.Int.C2.2020.trimmed,Bernburg,2020,Plough+intensive,False,True,True,False,7.475,1.785,0.15,2.925,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.MP.Int.C3.2020.trimmed,Bernburg,2020,Plough+intensive,False,True,True,False,7.475,1.785,0.15,2.925,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RH.MP.Int.C4.2020.trimmed,Bernburg,2020,Plough+intensive,False,True,True,False,7.475,1.785,0.15,2.925,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSCTExtC1.2021.trimmed,Bernburg,2021,Cultivator+extensive,False,True,True,False,7.425000000000001,1.986658932714617,0.195,3.425,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSCTExtC2.2021.trimmed,Bernburg,2021,Cultivator+extensive,False,True,True,False,7.425000000000001,1.986658932714617,0.195,3.425,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSCTExtC3.2021.trimmed,Bernburg,2021,Cultivator+extensive,False,True,True,False,7.425000000000001,1.986658932714617,0.195,3.425,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSCTExtC4.2021.trimmed,Bernburg,2021,Cultivator+extensive,False,True,True,False,7.425000000000001,1.986658932714617,0.195,3.425,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSCTIntC1.2021.trimmed,Bernburg,2021,Cultivator+intensive,False,True,True,False,7.275,2.117169373549884,0.2125,3.65,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSCTIntC2.2021.trimmed,Bernburg,2021,Cultivator+intensive,False,True,True,False,7.275,2.117169373549884,0.2125,3.65,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSCTIntC3.2021.trimmed,Bernburg,2021,Cultivator+intensive,False,True,True,False,7.275,2.117169373549884,0.2125,3.65,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSCTIntC4.2021.trimmed,Bernburg,2021,Cultivator+intensive,False,True,True,False,7.275,2.117169373549884,0.2125,3.65,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSMPExtC1.2021.trimmed,Bernburg,2021,Plough+extensive,False,True,True,False,7.425000000000001,1.5516241299303943,0.155,2.675,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSMPExtC2.2021.trimmed,Bernburg,2021,Plough+extensive,False,True,True,False,7.425000000000001,1.5516241299303943,0.155,2.675,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSMPExtC3.2021.trimmed,Bernburg,2021,Plough+extensive,False,True,True,False,7.425000000000001,1.5516241299303943,0.155,2.675,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSMPExtC4.2021.trimmed,Bernburg,2021,Plough+extensive,False,True,True,False,7.425000000000001,1.5516241299303943,0.155,2.675,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSMPIntC1.2021.trimmed,Bernburg,2021,Plough+intensive,False,True,True,False,7.25,1.566125290023202,0.16,2.7,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSMPIntC2.2021.trimmed,Bernburg,2021,Plough+intensive,False,True,True,False,7.25,1.566125290023202,0.16,2.7,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSMPIntC3.2021.trimmed,Bernburg,2021,Plough+intensive,False,True,True,False,7.25,1.566125290023202,0.16,2.7,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,FSMPIntC4.2021.trimmed,Bernburg,2021,Plough+intensive,False,True,True,False,7.25,1.566125290023202,0.16,2.7,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHCTExtC1.2021.trimmed,Bernburg,2021,Cultivator+extensive,False,True,True,False,7.425000000000001,1.986658932714617,0.195,3.425,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHCTExtC2.2021.trimmed,Bernburg,2021,Cultivator+extensive,False,True,True,False,7.425000000000001,1.986658932714617,0.195,3.425,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHCTExtC3.2021.trimmed,Bernburg,2021,Cultivator+extensive,False,True,True,False,7.425000000000001,1.986658932714617,0.195,3.425,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHCTExtC4.2021.trimmed,Bernburg,2021,Cultivator+extensive,False,True,True,False,7.425000000000001,1.986658932714617,0.195,3.425,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHCTIntC1.2021.trimmed,Bernburg,2021,Cultivator+intensive,False,True,True,False,7.275,2.117169373549884,0.2125,3.65,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHCTIntC2.2021.trimmed,Bernburg,2021,Cultivator+intensive,False,True,True,False,7.275,2.117169373549884,0.2125,3.65,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHCTIntC3.2021.trimmed,Bernburg,2021,Cultivator+intensive,False,True,True,False,7.275,2.117169373549884,0.2125,3.65,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHCTIntC4.2021.trimmed,Bernburg,2021,Cultivator+intensive,False,True,True,False,7.275,2.117169373549884,0.2125,3.65,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHMPExtC1.2021.trimmed,Bernburg,2021,Plough+extensive,False,True,True,False,7.425000000000001,1.5516241299303943,0.155,2.675,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHMPExtC2.2021.trimmed,Bernburg,2021,Plough+extensive,False,True,True,False,7.425000000000001,1.5516241299303943,0.155,2.675,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHMPExtC3.2021.trimmed,Bernburg,2021,Plough+extensive,False,True,True,False,7.425000000000001,1.5516241299303943,0.155,2.675,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHMPExtC4.2021.trimmed,Bernburg,2021,Plough+extensive,False,True,True,False,7.425000000000001,1.5516241299303943,0.155,2.675,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHMPIntC1.2021.trimmed,Bernburg,2021,Plough+intensive,False,True,True,False,7.25,1.566125290023202,0.16,2.7,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHMPIntC2.2021.trimmed,Bernburg,2021,Plough+intensive,False,True,True,False,7.25,1.566125290023202,0.16,2.7,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHMPIntC3.2021.trimmed,Bernburg,2021,Plough+intensive,False,True,True,False,7.25,1.566125290023202,0.16,2.7,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,RHMPIntC4.2021.trimmed,Bernburg,2021,Plough+intensive,False,True,True,False,7.25,1.566125290023202,0.16,2.7,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample130,Bernburg,2019,Plough+intensive,False,True,True,False,7.575,1.890004125,0.13075,2.6237933125,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample131,Bernburg,2019,Plough+intensive,False,True,True,False,7.575,1.890004125,0.13075,2.6237933125,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample132,Bernburg,2019,Plough+extensive,False,True,True,False,7.5125,1.65980145,0.12225,2.449501438,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample133,Bernburg,2019,Plough+extensive,False,True,True,False,7.5125,1.65980145,0.12225,2.449501438,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample134,Bernburg,2019,Plough+extensive,False,True,True,False,7.5125,1.65980145,0.12225,2.449501438,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample135,Bernburg,2019,Plough+extensive,False,True,True,False,7.5125,1.65980145,0.12225,2.449501438,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample136,Bernburg,2019,Cultivator+intensive,False,True,True,False,7.3125,2.3222026500000004,0.18775,3.7539712962,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample137,Bernburg,2019,Cultivator+intensive,False,True,True,False,7.3125,2.3222026500000004,0.18775,3.7539712962,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample138,Bernburg,2019,Cultivator+intensive,False,True,True,False,7.3125,2.3222026500000004,0.18775,3.7539712962,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample139,Bernburg,2019,Cultivator+intensive,False,True,True,False,7.3125,2.3222026500000004,0.18775,3.7539712962,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample140,Bernburg,2019,Cultivator+extensive,False,True,True,False,7.32,2.19825015,0.17875,3.4909429436,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample141,Bernburg,2019,Cultivator+extensive,False,True,True,False,7.32,2.19825015,0.17875,3.4909429436,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample142,Bernburg,2019,Cultivator+extensive,False,True,True,False,7.32,2.19825015,0.17875,3.4909429436,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample143,Bernburg,2019,Cultivator+extensive,False,True,True,False,7.32,2.19825015,0.17875,3.4909429436,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample144,Bernburg,2019,Plough+intensive,False,True,True,False,7.575,1.890004125,0.13075,2.6237933125,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample145,Bernburg,2019,Plough+intensive,False,True,True,False,7.575,1.890004125,0.13075,2.6237933125,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample146,Bernburg,2019,Plough+intensive,False,True,True,False,7.575,1.890004125,0.13075,2.6237933125,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample147,Bernburg,2019,Plough+intensive,False,True,True,False,7.575,1.890004125,0.13075,2.6237933125,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample148,Bernburg,2019,Plough+extensive,False,True,True,False,7.5125,1.65980145,0.12225,2.449501438,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample149,Bernburg,2019,Plough+extensive,False,True,True,False,7.5125,1.65980145,0.12225,2.449501438,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample150,Bernburg,2019,Plough+extensive,False,True,True,False,7.5125,1.65980145,0.12225,2.449501438,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample151,Bernburg,2019,Plough+extensive,False,True,True,False,7.5125,1.65980145,0.12225,2.449501438,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200122Order306Sample152,Bernburg,2019,Cultivator+intensive,False,True,True,False,7.3125,2.3222026500000004,0.18775,3.7539712962,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200220Order306Sample153,Bernburg,2019,Cultivator+intensive,False,True,True,False,7.3125,2.3222026500000004,0.18775,3.7539712962,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200220Order306Sample154,Bernburg,2019,Cultivator+intensive,False,True,True,False,7.3125,2.3222026500000004,0.18775,3.7539712962,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200220Order306Sample155,Bernburg,2019,Cultivator+intensive,False,True,True,False,7.3125,2.3222026500000004,0.18775,3.7539712962,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200220Order306Sample156,Bernburg,2019,Cultivator+extensive,False,True,True,False,7.32,2.19825015,0.17875,3.4909429436,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200220Order306Sample157,Bernburg,2019,Cultivator+extensive,False,True,True,False,7.32,2.19825015,0.17875,3.4909429436,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200220Order306Sample158,Bernburg,2019,Cultivator+extensive,False,True,True,False,7.32,2.19825015,0.17875,3.4909429436,,,,,,single-site tillage/fertilization soil chemistry contrast
bernburg_three_years,Run20200220Order306Sample159,Bernburg,2019,Cultivator+extensive,False,True,True,False,7.32,2.19825015,0.17875,3.4909429436,,,,,,single-site tillage/fertilization soil chemistry contrast
usda_potato_rotation,1,MN_18,Y1,fumigation=No;rotation_length=4.0;rotation_diversity=3.0,True,True,True,True,1.081892127,,,0.262092894,2.296305382,0.176891417,1.817315758,2499.995,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,2,MN_18,Y1,fumigation=No;rotation_length=4.0;rotation_diversity=3.0,True,True,True,True,1.224663001,,,0.109440489,1.42411511,0.519182111,1.554525392,2787.149938,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,3,MN_18,Y1,fumigation=No;rotation_length=4.0;rotation_diversity=3.0,True,True,True,True,1.224663001,,,0.338419096,2.144620118,0.392045567,2.796807121,4544.528313,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,4,MN_19,Y1,fumigation=Yes;rotation_length=4.0;rotation_diversity=3.0,False,True,True,True,1.081892127,,,0.567397703,0.703610102,-0.409892631,1.028944661,3177.405062,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,5,MN_19,Y1,fumigation=Yes;rotation_length=4.0;rotation_diversity=3.0,False,True,True,True,0.79635038,,,0.338419096,1.044901948,-0.253416885,0.447620519,4898.120125,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,6,MN_19,Y1,fumigation=Yes;rotation_length=4.0;rotation_diversity=3.0,False,True,True,True,0.79635038,,,0.033114286,0.703610102,-0.341434492,1.100614761,2045.517562,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,7,MN_20,Y1,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.653579506,,,-0.043211916,0.779452735,-0.585927845,2.438456622,6071.100063,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,8,MN_20,Y1,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,1.224663001,,,-0.424842928,0.172711676,-0.742403591,2.462346656,4742.362562,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,9,MN_20,Y1,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.653579506,,,-0.195864321,0.476082205,-0.703284654,1.865095825,1505.9025,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,10,MN_21,Y1,fumigation=No;rotation_length=10.0;rotation_diversity=1.0,True,True,True,True,2.224059118,,,0.872702513,2.410069331,1.849225951,2.772917088,9065.434625,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,11,MN_21,Y1,fumigation=No;rotation_length=10.0;rotation_diversity=1.0,True,True,True,True,2.366829991,,,0.643723906,3.32018092,2.171957177,4.015198816,3001.470375,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,12,MN_22,Y1,fumigation=No;rotation_length=10.0;rotation_diversity=2.0,True,True,True,True,0.79635038,,,0.567397703,1.651643007,-1.378086308,-0.093886901,1952.489533,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,13,MN_22,Y1,fumigation=No;rotation_length=10.0;rotation_diversity=2.0,True,True,True,True,0.653579506,,,0.185766691,1.196587213,-1.348747106,-0.484090777,4416.001667,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,14,MN_22,Y1,fumigation=No;rotation_length=10.0;rotation_diversity=2.0,True,True,True,True,-0.060274863,,,-0.195864321,0.286475624,-1.573680991,-0.99374482,1798.159133,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,15,MN_23,Y1,fumigation=Yes;rotation_length=4.0;rotation_diversity=3.0,False,True,True,True,0.653579506,,,-0.501169131,0.438160889,-0.752183325,2.589760166,4415.3455,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,16,MN_23,Y1,fumigation=Yes;rotation_length=4.0;rotation_diversity=3.0,False,True,True,True,0.939121253,,,-0.959126346,-0.4719507,-0.918438805,4.317805904,5741.552071,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,17,MN_23,Y1,fumigation=Yes;rotation_length=4.0;rotation_diversity=3.0,False,True,True,True,-0.345816611,,,-0.348516726,0.779452735,0.861472805,1.761572347,3007.305571,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,18,MN_24,Y1,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,-0.203045737,,,-0.043211916,1.272429845,-0.742403591,1.451001915,1741.13825,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,19,MN_24,Y1,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,-0.631358358,,,0.109440489,1.613721691,-0.497910238,1.474891948,2642.957312,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,20,MN_24,Y1,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.082496011,,,-0.195864321,0.134790359,-0.869540134,0.957274561,2024.110125,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,21,MN_25,Y1,fumigation=Yes;rotation_length=4.0;rotation_diversity=3.0,False,True,True,True,0.939121253,,,-0.043211916,0.893216683,-0.302315555,0.997091284,3704.717,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,22,MN_25,Y1,fumigation=Yes;rotation_length=4.0;rotation_diversity=3.0,False,True,True,True,0.653579506,,,-0.501169131,0.551924837,-0.801081995,0.30428032,6915.3405,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,23,MN_26,Y1,fumigation=No;rotation_length=4.0;rotation_diversity=2.0,True,True,True,True,-0.774129232,,,-0.043211916,0.551924837,-1.241170031,0.065379987,2954.7185,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,24,MN_26,Y1,fumigation=No;rotation_length=4.0;rotation_diversity=2.0,True,True,True,True,-0.631358358,,,0.109440489,0.741531418,-1.397645777,-0.157593656,4337.097625,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,25,MN_26,Y1,fumigation=No;rotation_length=4.0;rotation_diversity=2.0,True,True,True,True,-0.774129232,,,0.109440489,1.158665897,-1.30962817,0.23261022,5814.456875,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,26,MN_27,Y1,fumigation=No;rotation_length=4.0;rotation_diversity=3.0,True,True,True,True,-0.060274863,,,0.262092894,0.32439694,-1.466103916,-0.858367965,3040.207643,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,27,MN_27,Y1,fumigation=No;rotation_length=4.0;rotation_diversity=3.0,True,True,True,True,0.082496011,,,-0.272190524,0.62776747,-1.436764713,-1.113194986,2974.4035,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,28,MN_27,Y1,fumigation=No;rotation_length=4.0;rotation_diversity=3.0,True,True,True,True,1.652975622,,,0.185766691,0.931137999,-1.6910378,-1.113194986,1372.888143,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,29,MN_29,Y1,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,1.081892127,,,-0.730147738,-0.96492781,-1.02601588,0.447620519,3526.643462,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,30,MN_29,Y1,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.510808632,,,-0.730147738,-0.358186751,-0.986896944,-0.356677267,2655.052231,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,31,MN_29,Y1,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.939121253,,,-0.730147738,-0.927006494,-1.299848435,0.606887407,4173.22,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,32,WI_4,Y1,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,0.510808632,,,1.71229074,1.803328272,-1.162932158,-0.125740279,1634.74,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,33,WI_4,Y1,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,0.368037758,,,1.941269348,1.992934853,-1.14337269,-0.085923557,3218.88,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,34,WI_4,Y1,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,0.368037758,,,0.491071501,0.703610102,-0.986896944,-0.563724221,2519.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,35,WI_5,Y1,fumigation=No;rotation_length=2.0;rotation_diversity=4.0,True,True,True,True,0.510808632,,,6.444515292,4.306135141,-1.329187638,0.017599921,4816.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,36,WI_5,Y1,fumigation=No;rotation_length=2.0;rotation_diversity=4.0,True,True,True,True,-0.345816611,,,-0.272190524,-0.813242546,0.352926631,-0.492054122,2262.41,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,37,WI_5,Y1,fumigation=No;rotation_length=2.0;rotation_diversity=4.0,True,True,True,True,0.368037758,,,0.109440489,0.32439694,-1.505222852,-0.356677267,2687.29,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,38,WI_6,Y1,fumigation=Yes;rotation_length=nan;rotation_diversity=nan,False,True,True,True,0.082496011,,,2.780857575,2.22046275,-0.576148111,0.105196709,3833.25,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,39,WI_6,Y1,fumigation=Yes;rotation_length=nan;rotation_diversity=nan,False,True,True,True,-0.631358358,,,10.10817301,4.381977773,-1.270509233,0.43169383,1846.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,40,WI_8,Y1,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.368037758,,,6.826146305,3.964843295,-1.456324181,-0.093886901,3800.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
